"","Label","Months.closed","F.Mortality","Selectivity","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","CatchTotal","RevenueTotal","Biomass","Profit"
"320","88-0.576057",0,0.318057,88,4,252039.582431376,178394.443075643,122069.719169889,82072.8392798475,63049.1376959968,48801.276021706,32046.0915089555,18052.880145459,7400.69906783,3034.53474115788,1244.55242720731,510.558386487085,287.958240805435,162.460000554196,91.6872024746725,51.764267262189,29.2365171647117,62.6152589118233,45779.8050243505,197310.959654951,1276302622.4185,84459.0247444869
"321","88-0.576057",0,0.318057,88,5,267249.149551377,194724.579688702,137826.696154612,94310.4830152879,63409.0843130884,48711.4631723803,37703.6331751042,24758.6575074813,10147.7117517583,4160.00994283099,1705.74354927586,699.575867645019,286.990180889059,161.864323071574,91.3204565438371,51.5383304238088,29.097233183028,70.3933769658056,61406.7399824017,264663.049324152,1455431187.14963,151811.114413688
"322","88-0.576057",0,0.318057,88,6,278862.075757781,206475.418728025,150443.281841517,106484.248306104,72863.8295153129,48989.5562125583,37634.2441959333,29129.6472241941,13917.0989737959,5704.13435236134,2338.38486956976,958.816195587861,393.238873584037,161.320166520893,90.985620033432,51.3321787204649,28.9702317355297,79.1376991290273,83391.3061359995,359416.529446158,1626205546.545,246564.594535694
"323","88-0.576057",0,0.318057,88,7,288350.773628249,215447.510145903,159521.924056554,116231.762253275,82269.2225357861,56294.2472765828,37849.0975528569,29076.0376297259,16374.0777692963,7822.946126538,3206.35326522266,1314.43046371943,538.960559054651,221.043662095143,90.6797439748945,51.1439636343303,28.8543517182797,88.9682480566128,105345.685430869,454039.904207045,1788011425.78357,341187.969296581
"324","88-0.576057",0,0.318057,88,8,296317.710012423,222778.43287953,166453.719108033,123245.877942617,89800.1053362662,63560.8090802922,43492.6670409363,29242.0323088873,16343.943258492,9204.03946987311,4397.35940758521,1802.32452925098,738.855038978921,302.955337585225,124.250942199869,50.9720275194948,28.7485540601755,100.019955714882,119327.847187814,514303.021379476,1947277565.86446,401451.086469012
"325","88-0.576057",0,0.318057,88,9,303325.117692826,228933.649944442,172117.555058978,128601.349749333,95219.1776752984,69379.1332254992,49106.7780442925,33602.2271874415,16437.2505946556,9187.10054783083,5173.68634475607,2471.80147308971,1013.10536925949,415.318104450953,170.294347201148,69.8427473161846,28.6519069812047,112.444515428035,128372.407808817,553285.077656003,2105462424.10469,440433.142745539
"326","88-0.576057",0,0.318057,88,10,309514.998310701,234347.539707751,176873.046415912,132977.202400468,99356.7896588499,73565.882677078,53601.9875377321,37939.6625811536,18888.1614993177,9239.54957225709,5164.16480044372,2908.18292137164,1389.42532462309,569.477068399527,233.454627477548,95.7242243025579,39.2593349097159,126.412463987566,141652.42917372,610521.969738732,2253693544.27585,497670.034828268
"327","88-0.576057",0,0.318057,88,11,314670.649692609,239129.811960431,181055.791834197,136651.272349161,102737.55255352,76762.5819678784,56836.6502020482,41412.6400031068,21326.2790607604,10617.2320910217,5193.64694275288,2902.83076225161,1634.71987681086,781.010430538697,320.108984981457,131.227274964886,53.8075823944004,142.115522403003,157801.131441688,680122.876513676,2385915574.16646,567270.941603213
"328","88-0.576057",0,0.318057,88,12,318799.064351307,243113.043636499,184750.552575255,139882.841516445,105576.121478307,79374.5432611843,59306.4048326001,43911.7249550317,23278.4758024649,11987.7233384609,5968.05661994648,2919.40298117552,1631.71137248568,918.893050365663,439.014088631002,179.936590868957,73.7642165451015,159.769227422583,174288.046057475,751181.478507717,2500295315.13771,638329.543597253
"329","88-0.576057",0,0.318057,88,13,322053.873528527,246302.63711797,187827.978376563,142737.396048763,108072.816409175,81567.6080784821,61324.3936742561,45819.8456070702,24683.2374543983,13085.0734376096,6738.42400871017,3354.70671767706,1641.02678916002,917.201938784027,516.519343765224,246.77438671795,101.144229786046,179.615889943558,189229.110532145,815577.466393543,2597877398.55245,702725.531483079
"330","88-0.576057",0,0.318057,88,14,324629.385088677,248817.287169708,190292.243092706,145115.000550016,110278.231630632,83496.5426780958,63018.7450958018,47378.9341645785,25755.8119249785,13874.7045772884,7355.25591626178,3787.73824179623,1885.71554834353,922.438231414182,515.568752350878,290.340896992845,138.714450212567,201.927920918619,202072.750031682,870933.552636549,2680627014.8914,758081.617726085
